  #timestep,                   time,        internal_energy,         kinetic_energy,           beam_contact,         beam_potential,            total_energy
        184,   1.84000000000000e+00,   2.44089960348938e+01,   0.00000000000000e+00,   5.03788362916007e-02,   0.00000000000000e+00,    2.44593748711854e+01
        185,   1.85000000000000e+00,   2.44153106513784e+01,   0.00000000000000e+00,   4.71401378679171e-02,   0.00000000000000e+00,    2.44624507892463e+01
        186,   1.86000000000000e+00,   2.44218964910629e+01,   0.00000000000000e+00,   4.41631939334579e-02,   0.00000000000000e+00,    2.44660596849963e+01
        187,   1.87000000000000e+00,   2.44285744818302e+01,   0.00000000000000e+00,   4.15663852192220e-02,   0.00000000000000e+00,    2.44701408670494e+01
        188,   1.88000000000000e+00,   2.44351945083430e+01,   0.00000000000000e+00,   3.93987352515204e-02,   0.00000000000000e+00,    2.44745932435946e+01
        189,   1.89000000000000e+00,   2.44416300747995e+01,   0.00000000000000e+00,   3.76615591730785e-02,   0.00000000000000e+00,    2.44792916339726e+01
        190,   1.90000000000000e+00,   2.44478144683863e+01,   0.00000000000000e+00,   3.63107202502860e-02,   0.00000000000000e+00,    2.44841251886365e+01
        191,   1.91000000000000e+00,   2.44536938530285e+01,   0.00000000000000e+00,   3.52858105293157e-02,   0.00000000000000e+00,    2.44889796635579e+01
        192,   1.92000000000000e+00,   2.44591785670680e+01,   0.00000000000000e+00,   3.45365725220589e-02,   0.00000000000000e+00,    2.44937151395900e+01
        193,   1.93000000000000e+00,   2.44644733849026e+01,   0.00000000000000e+00,   3.37535609658522e-02,   0.00000000000000e+00,    2.44982269458685e+01
        194,   1.94000000000000e+00,   2.44724984060434e+01,   0.00000000000000e+00,   3.08986673558931e-02,   0.00000000000000e+00,    2.45033970733993e+01
        195,   1.95000000000000e+00,   2.44821080295070e+01,   0.00000000000000e+00,   2.80348835660765e-02,   0.00000000000000e+00,    2.45101429130731e+01
        196,   1.96000000000000e+00,   2.44928806215803e+01,   0.00000000000000e+00,   2.54094212591226e-02,   0.00000000000000e+00,    2.45182900428394e+01
        197,   1.97000000000000e+00,   2.45077796371165e+01,   0.00000000000000e+00,   2.19570714830983e-02,   0.00000000000000e+00,    2.45297367085996e+01
        198,   1.98000000000000e+00,   2.45311379867264e+01,   0.00000000000000e+00,   1.83293045092232e-02,   0.00000000000000e+00,    2.45494672912357e+01
        199,   1.99000000000000e+00,   2.45699284874850e+01,   0.00000000000000e+00,   1.56892535775615e-02,   0.00000000000000e+00,    2.45856177410626e+01
        200,   2.00000000000000e+00,   2.46058948304659e+01,   0.00000000000000e+00,   1.50022176552277e-02,   0.00000000000000e+00,    2.46208970481211e+01
        201,   2.01000000000000e+00,   2.45699284874850e+01,   0.00000000000000e+00,   1.56892535775660e-02,   0.00000000000000e+00,    2.45856177410625e+01
        202,   2.02000000000000e+00,   2.45311379867264e+01,   0.00000000000000e+00,   1.83293045092213e-02,   0.00000000000000e+00,    2.45494672912356e+01
        203,   2.03000000000000e+00,   2.45077796371165e+01,   0.00000000000000e+00,   2.19570714830207e-02,   0.00000000000000e+00,    2.45297367085996e+01
        204,   2.04000000000000e+00,   2.44928806215803e+01,   0.00000000000000e+00,   2.54094212591391e-02,   0.00000000000000e+00,    2.45182900428395e+01
        205,   2.05000000000000e+00,   2.44821080295089e+01,   0.00000000000000e+00,   2.80348835641416e-02,   0.00000000000000e+00,    2.45101429130731e+01
        206,   2.06000000000000e+00,   2.44724984060434e+01,   0.00000000000000e+00,   3.08986673559453e-02,   0.00000000000000e+00,    2.45033970733993e+01
        207,   2.07000000000000e+00,   2.44644733849027e+01,   0.00000000000000e+00,   3.37535609658258e-02,   0.00000000000000e+00,    2.44982269458685e+01
        208,   2.08000000000000e+00,   2.44591785670697e+01,   0.00000000000000e+00,   3.45365725203199e-02,   0.00000000000000e+00,    2.44937151395900e+01
        209,   2.09000000000000e+00,   2.44536938530276e+01,   0.00000000000000e+00,   3.52858105302651e-02,   0.00000000000000e+00,    2.44889796635579e+01
        210,   2.10000000000000e+00,   2.44478144683855e+01,   0.00000000000000e+00,   3.63107202510022e-02,   0.00000000000000e+00,    2.44841251886366e+01
        211,   2.11000000000000e+00,   2.44416300747994e+01,   0.00000000000000e+00,   3.76615591732560e-02,   0.00000000000000e+00,    2.44792916339726e+01
        212,   2.12000000000000e+00,   2.44351945083425e+01,   0.00000000000000e+00,   3.93987352520149e-02,   0.00000000000000e+00,    2.44745932435945e+01
        213,   2.13000000000000e+00,   2.44285744818299e+01,   0.00000000000000e+00,   4.15663852195176e-02,   0.00000000000000e+00,    2.44701408670494e+01
        214,   2.14000000000000e+00,   2.44218964910628e+01,   0.00000000000000e+00,   4.41631939335526e-02,   0.00000000000000e+00,    2.44660596849963e+01
        215,   2.15000000000000e+00,   2.44153106513784e+01,   0.00000000000000e+00,   4.71401378679266e-02,   0.00000000000000e+00,    2.44624507892463e+01
        216,   2.16000000000000e+00,   2.44089960348939e+01,   0.00000000000000e+00,   5.03788362915050e-02,   0.00000000000000e+00,    2.44593748711854e+01
        217,   2.17000000000000e+00,   2.44031702031204e+01,   0.00000000000000e+00,   5.36625323001999e-02,   0.00000000000000e+00,    2.44568327354206e+01
        218,   2.18000000000000e+00,   2.43981074132507e+01,   0.00000000000000e+00,   5.66353796307056e-02,   0.00000000000000e+00,    2.44547427928814e+01
        219,   2.19000000000000e+00,   2.43941748063837e+01,   0.00000000000000e+00,   5.87412830602388e-02,   0.00000000000000e+00,    2.44529160894439e+01
        220,   2.20000000000000e+00,   2.43914581019484e+01,   0.00000000000000e+00,   5.95922284208791e-02,   0.00000000000000e+00,    2.44510503303693e+01
        221,   2.21000000000000e+00,   2.43885653263925e+01,   0.00000000000000e+00,   6.04200559455288e-02,   0.00000000000000e+00,    2.44489853823380e+01
        222,   2.22000000000000e+00,   2.43853264034939e+01,   0.00000000000000e+00,   6.13967891894320e-02,   0.00000000000000e+00,    2.44467231926833e+01
        223,   2.23000000000000e+00,   2.43817469302909e+01,   0.00000000000000e+00,   6.25306457716399e-02,   0.00000000000000e+00,    2.44442775760625e+01
        224,   2.24000000000000e+00,   2.43778478496423e+01,   0.00000000000000e+00,   6.38250325469917e-02,   0.00000000000000e+00,    2.44416728821893e+01
        225,   2.25000000000000e+00,   2.43736710174164e+01,   0.00000000000000e+00,   6.52757313473742e-02,   0.00000000000000e+00,    2.44389467487637e+01
        226,   2.26000000000000e+00,   2.43692858451950e+01,   0.00000000000000e+00,   6.68671753456328e-02,   0.00000000000000e+00,    2.44361530205407e+01
        227,   2.27000000000000e+00,   2.43647964264889e+01,   0.00000000000000e+00,   6.85679018853426e-02,   0.00000000000000e+00,    2.44333643283743e+01
        228,   2.28000000000000e+00,   2.43603477097696e+01,   0.00000000000000e+00,   7.03256668632827e-02,   0.00000000000000e+00,    2.44306733766329e+01
        229,   2.29000000000000e+00,   2.43561280550407e+01,   0.00000000000000e+00,   7.20633807280663e-02,   0.00000000000000e+00,    2.44281914357688e+01
        230,   2.29999999999999e+00,   2.43523641776196e+01,   0.00000000000000e+00,   7.36779188945341e-02,   0.00000000000000e+00,    2.44260420965141e+01
