"c_1","current:0","current:1","current:2","flux_c_1:0","flux_c_1:1","flux_c_1:2","phi","Points:0","Points:1","Points:2"
1.2,0,0,0,0,0,0,-0.099678,0.001974,-0.00096593,0.00077207,1.0e-14
1.2,0,0,0,0,0,0,-0.099678,0.0018523,-0.00096593,0.00096593,1.0e-14
1.2,0,0,0,0,0,0,-0.099678,0.0019851,-0.00096593,0.00038813,1.0e-14
1.2,0,0,0,0,0,0,-0.099678,0.0019733,-0.00081752,0.00019852,1.0e-14
1.2,0,0,0,0,0,0,-0.099678,0.0021136,-0.00096593,0.00019436,1.0e-14
1.2,0,0,0,0,0,0,-0.099678,0.0022268,-0.00096593,0.00038914,1.0e-14
1.2,0,0,0,0,0,0,-0.099678,0.0021237,-0.00066807,0.0001801,1.0e-14
1.2,4.6776e-06,-4.8599e-06,2.2734e-06,4.6776e-06,-4.8599e-06,2.2734e-06,-0.099676,0.00065817,-0.00068161,0.0003197,1.0e-14
1.2,5.69e-06,-5.8225e-06,9.8709e-07,5.69e-06,-5.8225e-06,9.8709e-07,-0.099676,0.00070711,-0.00070711,0,1.0e-14
1.2,0,0,0,0,0,0,-0.099676,0.00078054,-0.00082247,0.00025861,1.0e-14
1.2,4.8199e-06,-8.0206e-06,1.6815e-06,4.8199e-06,-8.0206e-06,1.6815e-06,-0.099676,0.00050565,-0.00084523,0.00017295,1.0e-14
1.2,0,0,0,0,0,0,-0.099676,0.00067803,-0.00081146,0.00046964,1.0e-14
1.2,0,0,0,0,0,0,-0.099676,0.00064226,-0.00096593,0.00020846,1.0e-14
1.2,0,0,0,0,0,0,-0.099678,0.0020382,-0.00083211,0.00064035,1.0e-14
1.2,0,0,0,0,0,0,-0.099678,0.0020992,-0.00096593,0.00057957,1.0e-14
1.2,0,0,0,0,0,0,-0.099678,0.0022109,-0.00096593,0.00077095,1.0e-14
1.2,0,0,0,0,0,0,-0.099676,0.00088682,-0.00096593,0.00020249,1.0e-14
1.2,0,0,0,0,0,0,-0.099676,0.00088709,-0.00076714,0,1.0e-14
1.2,0,0,0,0,0,0,-0.099676,0.00075529,-0.00096593,0,1.0e-14
1.2,0,0,0,0,0,0,-0.099676,0.00077831,-0.00096593,0.00040246,1.0e-14
1.2001,0,0,0,0,0,0,-0.099671,-0.00073022,-0.00096593,0,1.0e-14
1.1999,-1.6431e-06,1.082e-05,-3.5176e-06,-1.6431e-06,1.082e-05,-3.5176e-06,-0.099682,0.0031294,-0.00096593,0.00022414,1.0e-14
1.2001,0,0,0,0,0,0,-0.099671,-0.00096593,-0.00073022,0,1.0e-14
1.2001,0,0,0,0,0,0,-0.099671,-0.00096593,-0.00096593,0,1.0e-14
1.2001,0,0,0,0,0,0,-0.099671,-0.00058087,-0.00096593,0.00020362,1.0e-14
1.2001,-4.7743e-06,-7.9973e-06,1.6943e-06,-4.7743e-06,-7.9973e-06,1.6943e-06,-0.099671,-0.00050276,-0.00084657,0.0001748,1.0e-14
1.2001,-4.8361e-06,-4.9303e-06,8.5455e-07,-4.8361e-06,-4.9303e-06,8.5455e-07,-0.099671,-0.00070711,-0.00070711,0,1.0e-14
1.2,0,0,0,0,0,0,-0.099675,0.0005391,-0.00082673,0.00063942,1.0e-14
1.2,5.1067e-06,-5.8361e-06,4.3553e-06,5.1067e-06,-5.8361e-06,4.3553e-06,-0.099676,0.00057358,-0.00057923,0.00057923,1.0e-14
1.2,3.8789e-06,-6.4801e-06,3.5996e-06,3.8789e-06,-6.4801e-06,3.5996e-06,-0.099675,0.00046242,-0.00077522,0.00043036,1.0e-14
1.2,0,0,0,0,0,0,-0.099675,0.00054306,-0.00096593,0.00042055,1.0e-14
1.2,0,0,0,0,0,0,-0.099676,0.00067791,-0.00096593,0.00059469,1.0e-14
1.2,0,0,0,0,0,0,-0.099678,0.0020871,-0.00096593,0.00096593,1.0e-14
1.2001,0,0,0,0,0,0,-0.099672,-0.00075934,-0.00073314,0.00073314,1.0e-14
1.2001,0,0,0,0,0,0,-0.099672,-0.00054301,-0.00096593,0.00046128,1.0e-14
1.2001,0,0,0,0,0,0,-0.099672,-0.0004777,-0.00081902,0.00058805,1.0e-14
1.2001,0,0,0,0,0,0,-0.099672,-0.00065024,-0.00096593,0.0007329,1.0e-14
1.2001,-4.1127e-06,-7.0652e-06,3.9439e-06,-4.1127e-06,-7.0652e-06,3.9439e-06,-0.099672,-0.00045149,-0.0007793,0.00043456,1.0e-14
1.2,0,0,0,0,0,0,-0.099676,0.0010154,-0.00083509,0.00065581,1.0e-14
1.2,0,0,0,0,0,0,-0.099676,0.00090508,-0.00096593,0.00058963,1.0e-14
1.2,0,0,0,0,0,0,-0.099676,0.00079476,-0.00096593,0.00077671,1.0e-14
1.2,0,0,0,0,0,0,-0.099676,0.0009588,-0.00068361,0.00068361,1.0e-14
1.2,0,0,0,0,0,0,-0.099676,0.0007867,-0.0007945,0.0007945,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0014017,-0.00024648,0,1.0e-14
1.2001,-2.7752e-06,-6.0226e-06,4.6776e-06,-2.7752e-06,-6.0226e-06,4.6776e-06,-0.099672,-0.00034202,-0.00066446,0.00066446,1.0e-14
1.2001,0,0,0,0,0,0,-0.099672,-0.00039202,-0.00096593,0.00072056,1.0e-14
1.2001,0,0,0,0,0,0,-0.099672,-0.00054096,-0.00079346,0.00079346,1.0e-14
1.2001,-4.2157e-06,-5.0007e-06,3.7402e-06,-4.2157e-06,-5.0007e-06,3.7402e-06,-0.099672,-0.00055557,-0.00058794,0.00058794,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0018449,-0.00028072,0.00028072,1.0e-14
1.2,0,0,0,0,0,0,-0.099678,0.002057,-0.0007212,0,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0017248,-0.00035628,0.00015907,1.0e-14
1.2,7e-06,3.7465e-06,-1.0293e-06,7e-06,3.7465e-06,-1.0293e-06,-0.099678,0.002134,-0.0005,0,1.0e-14
1.2001,1.7983e-06,-6.414e-06,3.6642e-06,1.7983e-06,-6.414e-06,3.6642e-06,-0.099674,0.00024131,-0.00084299,0.00048076,1.0e-14
1.1999,0,0,0,0,0,0,-0.099681,0.0030265,-0.00096593,0.00096593,1.0e-14
1.1999,0,0,0,0,0,0,-0.099681,0.0029478,-0.00083166,0.00083166,1.0e-14
1.1999,0,0,0,0,0,0,-0.09968,0.0028918,-0.00096593,0.00075122,1.0e-14
1.2,0,0,0,0,0,0,-0.099676,0.00078425,-0.00062062,0.00062062,1.0e-14
1.2,5.8208e-06,-4.2363e-06,2.9971e-06,5.8208e-06,-4.2363e-06,2.9971e-06,-0.099676,0.00075184,-0.00046623,0.00046623,1.0e-14
1.2001,1.7115e-06,-1.0934e-05,3.5538e-06,1.7115e-06,-1.0934e-05,3.5538e-06,-0.099674,0.00012941,-0.00096593,0.00022414,1.0e-14
1.2,0,0,0,0,0,0,-0.099676,0.0010167,-0.00096593,0.00039675,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0011412,-0.00096593,0.0005877,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0012579,-0.00096593,0.00039489,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0012876,-0.00082544,0.00062004,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0013424,-0.000707,0.00049823,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0012688,-0.00082043,0.00082043,1.0e-14
1.2,0,0,0,0,0,0,-0.099676,0.0010385,-0.00081756,0.00081756,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0012632,-0.00096593,0.00077602,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0011576,-0.00067693,0.00067693,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0013381,-0.00078574,0.00028171,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0012656,-0.00055783,0.00055783,1.0e-14
1.2,0,0,0,0,0,0,-0.099678,0.0018668,-0.00066074,0.00066074,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.001621,-0.00066767,0.00066767,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0017426,-0.00096593,0.00039026,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0013855,-0.00067247,0.00067247,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0015002,-0.00096593,0.00039293,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0014929,-0.00049371,0.00049371,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0018739,-0.0004523,0,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0018307,-0.00080649,0.00032387,1.0e-14
1.2,0,0,0,0,0,0,-0.099678,0.0018681,-0.00096593,0.00019565,1.0e-14
1.1999,0,0,0,0,0,0,-0.099682,0.0036539,-0.00096593,0.00073561,1.0e-14
1.1999,0,0,0,0,0,0,-0.099683,0.0037594,-0.00073322,0.00073322,1.0e-14
1.1999,0,0,0,0,0,0,-0.099683,0.0037833,-0.00096593,0.00056115,1.0e-14
1.1999,0,0,0,0,0,0,-0.099683,0.0039659,-0.00082288,0.000625,1.0e-14
1.1999,0,0,0,0,0,0,-0.099682,0.0035596,-0.00096593,0.0004783,1.0e-14
1.1999,0,0,0,0,0,0,-0.099683,0.0037968,-0.00058956,0.00058956,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0011317,-0.00096593,0.00020052,1.0e-14
1.2,7.2925e-06,1.7885e-06,-7.3071e-07,7.2925e-06,1.7885e-06,-7.3071e-07,-0.099677,0.0020287,-0.00016807,0.00016807,1.0e-14
1.2,8.9796e-06,2.692e-06,-1.061e-06,8.9796e-06,2.692e-06,-1.061e-06,-0.099677,0.0020341,-0.00025882,0,1.0e-14
1.2,0,0,0,0,0,0,-0.099675,0.00048415,-0.00096593,0.00060533,1.0e-14
1.2001,2.9609e-06,-6.0735e-06,4.7083e-06,2.9609e-06,-6.0735e-06,4.7083e-06,-0.099675,0.00036244,-0.00065903,0.00065903,1.0e-14
1.2,0,0,0,0,0,0,-0.099675,0.00057044,-0.00096593,0.00077482,1.0e-14
1.2,0,0,0,0,0,0,-0.099675,0.00052771,-0.000817,0.000817,1.0e-14
1.2001,0,0,0,0,0,0,-0.099675,0.00034963,-0.00096593,0.00075204,1.0e-14
1.2001,0,0,0,0,0,0,-0.099675,0.00044317,-0.00096593,0.00096593,1.0e-14
1.2001,0,0,0,0,0,0,-0.099674,0.00028793,-0.00082339,0.00082339,1.0e-14
1.2,0,0,0,0,0,0,-0.099676,0.00060694,-0.00069407,0.00069407,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0015029,-0.00081888,0.00081888,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0015003,-0.00096593,0.00077589,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0013804,-0.00096593,0.00058703,1.0e-14
1.2,0,0,0,0,0,0,-0.099678,0.0022447,-0.00096593,0,1.0e-14
1.2,0,0,0,0,0,0,-0.099678,0.0019965,-0.00096593,0,1.0e-14
1.2,0,0,0,0,0,0,-0.099676,0.0010035,-0.00096593,0,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0011504,-0.00012643,0.00012643,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0011602,-0.00023744,0,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0013796,-0.00017334,0.00017334,1.0e-14
1.2001,-2.6417e-06,-7.3959e-06,2.1609e-06,-2.6417e-06,-7.3959e-06,2.1609e-06,-0.099672,-0.00032257,-0.00090805,0.00026719,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0013726,-0.00034247,0.00034247,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0012822,-0.00047883,0,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0017317,-0.00054414,0.00054414,1.0e-14
1.2,0,0,0,0,0,0,-0.099678,0.0018595,-0.00096593,0.00058156,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0017217,-0.00042062,0.00042062,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0016585,-0.0002355,0,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0015774,-0.00030924,0.00030924,1.0e-14
1.2001,-3.8731e-06,-6.7068e-06,6.8541e-07,-3.8731e-06,-6.7068e-06,6.8541e-07,-0.099671,-0.0005,-0.00086603,0,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0016517,-0.00014669,0.00014669,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0018617,-0.00018923,0,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0018562,-0.00011883,0.00011883,1.0e-14
1.2,5.7868e-06,5.9214e-06,-1.0039e-06,5.7868e-06,5.9214e-06,-1.0039e-06,-0.099678,0.0022929,-0.00070711,0,1.0e-14
1.2001,0,0,0,0,0,0,-0.099673,-0.00013938,-0.00096593,0.00072006,1.0e-14
1.2001,0,0,0,0,0,0,-0.099672,-0.00049623,-0.00096593,0.00096593,1.0e-14
1.2001,0,0,0,0,0,0,-0.099674,0.00020832,-0.00096593,0.00096593,1.0e-14
1.2001,0,0,0,0,0,0,-0.099674,5.3165e-05,-0.00083143,0.00083143,1.0e-14
1.2001,0,0,0,0,0,0,-0.099673,-2.6526e-05,-0.00096593,0.00096593,1.0e-14
1.2001,0,0,0,0,0,0,-0.099673,-0.00017458,-0.00082907,0.00082907,1.0e-14
1.2001,0,0,0,0,0,0,-0.099672,-0.00026138,-0.00096593,0.00096593,1.0e-14
1.2001,0,0,0,0,0,0,-0.099672,-0.00036279,-0.00084373,0.00084373,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0016174,-0.00096593,0.00096593,1.0e-14
1.2001,-9.0549e-06,-3.7119e-06,1.4981e-06,-9.0549e-06,-3.7119e-06,1.4981e-06,-0.099671,-0.00091474,-0.00037438,0.00015196,1.0e-14
1.2001,-6.4468e-06,-2.942e-06,2.0898e-06,-6.4468e-06,-2.942e-06,2.0898e-06,-0.099671,-0.00087673,-0.00034011,0.00034011,1.0e-14
1.2002,-1.2241e-05,-3.6468e-06,2.296e-06,-1.2241e-05,-3.6468e-06,2.296e-06,-0.099671,-0.00096593,-0.00018301,0.00018301,1.0e-14
1.2001,0,0,0,0,0,0,-0.099671,-0.00096593,-0.0003396,0.0003396,1.0e-14
1.2,2.3714e-06,-6.5273e-06,1.8961e-06,2.3714e-06,-6.5273e-06,1.8961e-06,-0.099675,0.00032806,-0.00090665,0.00026527,1.0e-14
1.2,0,0,0,0,0,0,-0.099675,0.00039268,-0.00096593,0.00022293,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0012518,-0.00096593,0,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.00125,0,0,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0013826,-0.00096593,0.00096593,1.0e-14
1.2,0,0,0,0,0,0,-0.099676,0.0011477,-0.00096593,0.00096593,1.0e-14
1.2001,0,0,0,0,0,0,-0.099671,-0.00096593,-0.00049452,0,1.0e-14
1.2001,-7.7599e-06,-4.4365e-06,6.8541e-07,-7.7599e-06,-4.4365e-06,6.8541e-07,-0.099671,-0.00086603,-0.0005,0,1.0e-14
1.2,3.8727e-06,-1.0719e-05,1.354e-06,3.8727e-06,-1.0719e-05,1.354e-06,-0.099675,0.00025882,-0.00096593,0,1.0e-14
1.2,0,0,0,0,0,0,-0.099676,0.00050706,-0.00096593,0,1.0e-14
1.2,3.2806e-06,-5.6804e-06,5.7597e-07,3.2806e-06,-5.6804e-06,5.7597e-07,-0.099676,0.0005,-0.00086603,0,1.0e-14
1.2,0,0,0,0,0,0,-0.099678,0.0024929,-0.00096593,0,1.0e-14
1.2,3.7056e-06,1.0256e-05,-1.2956e-06,3.7056e-06,1.0256e-05,-1.2956e-06,-0.099679,0.0027412,-0.00096593,0,1.0e-14
1.2,0,0,0,0,0,0,-0.099679,0.0026075,-0.00096593,0.00020379,1.0e-14
1.1999,1.827e-06,1.1672e-05,-3.7935e-06,1.827e-06,1.1672e-05,-3.7935e-06,-0.09968,0.0028706,-0.00096593,0.00022414,1.0e-14
1.2,2.7707e-06,7.6261e-06,-2.2153e-06,2.7707e-06,7.6261e-06,-2.2153e-06,-0.099679,0.0026719,-0.00090665,0.00026527,1.0e-14
1.1999,0,0,0,0,0,0,-0.099679,0.0027075,-0.00096593,0.00041503,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.0015,0,0,1.0e-14
1.2,3.4867e-06,6.0373e-06,-6.1216e-07,3.4867e-06,6.0373e-06,-6.1216e-07,-0.099678,0.0025,-0.00086603,0,1.0e-14
1.2001,0,0,0,0,0,0,-0.099671,-0.00096593,-0.00080934,0.00080934,1.0e-14
1.2001,0,0,0,0,0,0,-0.099671,-0.00096593,-0.00096593,0.00072444,1.0e-14
1.2001,0,0,0,0,0,0,-0.099672,-0.00073108,-0.00096593,0.00096593,1.0e-14
1.2001,0,0,0,0,0,0,-0.099671,-0.00096593,-0.00049618,0.00049618,1.0e-14
1.2001,-5.7363e-06,-4.2834e-06,3.0411e-06,-5.7363e-06,-4.2834e-06,3.0411e-06,-0.099671,-0.00073728,-0.00047771,0.00047771,1.0e-14
1.2,0,0,0,0,0,0,-0.099679,0.002322,-0.00096593,0.00096593,1.0e-14
1.2,0,0,0,0,0,0,-0.099676,0.00091287,-0.00096593,0.00096593,1.0e-14
1.2,0,0,0,0,0,0,-0.099676,0.0010273,-0.00096593,0.00077632,1.0e-14
1.1999,0,0,0,0,0,0,-0.099682,0.0037311,-0.00096593,0.00096593,1.0e-14
1.1999,0,0,0,0,0,0,-0.099682,0.0034962,-0.00096593,0.00096593,1.0e-14
1.2,4.6763e-06,5.3442e-06,-3.9882e-06,4.6763e-06,5.3442e-06,-3.9882e-06,-0.099678,0.0024264,-0.00057923,0.00057923,1.0e-14
1.2,4.0941e-06,6.8396e-06,-3.7993e-06,4.0941e-06,6.8396e-06,-3.7993e-06,-0.099679,0.0025376,-0.00077522,0.00043036,1.0e-14
1.2,0,0,0,0,0,0,-0.099676,0.00067802,-0.00096593,0.00096593,1.0e-14
1.1999,-8.014e-06,3.6572e-06,-2.5978e-06,-8.014e-06,3.6572e-06,-2.5978e-06,-0.099683,0.0038767,-0.00034011,0.00034011,1.0e-14
1.1999,-5.8378e-06,4.3591e-06,-3.0949e-06,-5.8378e-06,4.3591e-06,-3.0949e-06,-0.099683,0.0037373,-0.00047771,0.00047771,1.0e-14
1.1999,0,0,0,0,0,0,-0.099683,0.0039659,-0.00049618,0.00049618,1.0e-14
1.1999,-3.1989e-06,5.5394e-06,-5.6611e-07,-3.1989e-06,5.5394e-06,-5.6611e-07,-0.099683,0.0035,-0.00086603,0,1.0e-14
1.1999,0,0,0,0,0,0,-0.099683,0.0034945,-0.00096593,0,1.0e-14
1.1999,0,0,0,0,0,0,-0.099679,0.0025568,-0.00096593,0.00096593,1.0e-14
1.1999,0,0,0,0,0,0,-0.099682,0.0032614,-0.00096593,0.00096593,1.0e-14
1.1999,0,0,0,0,0,0,-0.099683,0.0039659,-0.0003396,0.0003396,1.0e-14
1.1999,-6.8979e-06,2.8277e-06,-1.1413e-06,-6.8979e-06,2.8277e-06,-1.1413e-06,-0.099683,0.0039147,-0.00037438,0.00015196,1.0e-14
1.1998,-1.0362e-05,3.0869e-06,-1.9434e-06,-1.0362e-05,3.0869e-06,-1.9434e-06,-0.099683,0.0039659,-0.00018301,0.00018301,1.0e-14
1.2001,0,0,0,0,0,0,-0.099672,-0.00037784,-0.00096593,0.00022862,1.0e-14
1.1999,0,0,0,0,0,0,-0.099681,0.0029651,-0.00096593,0.00048689,1.0e-14
1.1999,1.756e-06,6.2631e-06,-3.578e-06,1.756e-06,6.2631e-06,-3.578e-06,-0.09968,0.0027587,-0.00084299,0.00048076,1.0e-14
1.1999,0,0,0,0,0,0,-0.09968,0.0027601,-0.00096593,0.00060285,1.0e-14
1.2001,-8.3739e-07,-6.1221e-06,4.7417e-06,-8.3739e-07,-6.1221e-06,4.7417e-06,-0.099673,-0.00010887,-0.0007029,0.0007029,1.0e-14
1.2001,1.0748e-06,-6.6771e-06,5.1661e-06,1.0748e-06,-6.6771e-06,5.1661e-06,-0.099674,0.00013053,-0.00070106,0.00070106,1.0e-14
1.1999,0,0,0,0,0,0,-0.099683,0.0039659,-0.00065276,0.00065276,1.0e-14
1.2,0,0,0,0,0,0,-0.099677,0.00175,0,0,1.0e-14
1.1999,0,0,0,0,0,0,-0.099681,0.0031752,-0.00082915,0.00082915,1.0e-14
1.1999,-7.5856e-07,5.5458e-06,-4.2953e-06,-7.5856e-07,5.5458e-06,-4.2953e-06,-0.099681,0.0031089,-0.0007029,0.0007029,1.0e-14
1.1999,-3.9859e-06,1.1082e-05,-1.402e-06,-3.9859e-06,1.1082e-05,-1.402e-06,-0.099683,0.0032588,-0.00096593,0,1.0e-14
1.2001,0,0,0,0,0,0,-0.099671,-0.00049452,-0.00096593,0,1.0e-14
1.1999,9.4704e-07,5.8832e-06,-4.5519e-06,9.4704e-07,5.8832e-06,-4.5519e-06,-0.09968,0.0028695,-0.00070106,0.00070106,1.0e-14
1.1999,0,0,0,0,0,0,-0.099683,0.0039659,-0.00080934,0.00080934,1.0e-14
1.1999,0,0,0,0,0,0,-0.099683,0.0039659,-0.00096593,0.00096593,1.0e-14
1.1999,0,0,0,0,0,0,-0.099683,0.0039659,-0.00096593,0.00072444,1.0e-14
1.1999,0,0,0,0,0,0,-0.09968,0.002713,-0.00082436,0.00082436,1.0e-14
1.2,7.1468e-06,-9.4089e-07,2.7772e-07,7.1468e-06,-9.4089e-07,2.7772e-07,-0.099677,0.001,0,0,1.0e-14
1.2,6.8848e-06,9.064e-07,-2.6754e-07,6.8848e-06,9.064e-07,-2.6754e-07,-0.099677,0.002,0,0,1.0e-14
1.1999,0,0,0,0,0,0,-0.09968,0.0027917,-0.00096593,0.00096593,1.0e-14
1.2001,0,0,0,0,0,0,-0.099671,-0.00096593,-0.00036832,0.00015259,1.0e-14
1.2002,-1.4352e-05,-5.0148e-06,1.0207e-06,-1.4352e-05,-5.0148e-06,1.0207e-06,-0.099671,-0.00096593,-0.00025882,0,1.0e-14
1.1999,0,0,0,0,0,0,-0.099683,0.0039659,-0.00096593,0.00048296,1.0e-14
1.1999,0,0,0,0,0,0,-0.099683,0.0039659,-0.00036802,0.00015225,1.0e-14
1.1998,-1.7269e-05,6.0341e-06,-1.2282e-06,-1.7269e-05,6.0341e-06,-1.2282e-06,-0.099683,0.0039659,-0.00025882,0,1.0e-14
1.2001,-4.0042e-06,-1.1133e-05,1.4084e-06,-4.0042e-06,-1.1133e-05,1.4084e-06,-0.099671,-0.00025882,-0.00096593,0,1.0e-14
1.2001,0,0,0,0,0,0,-0.099671,-0.00096593,-0.00065276,0.00065276,1.0e-14
1.2001,0,0,0,0,0,0,-0.099672,-0.00096593,-0.00096593,0.00096593,1.0e-14
10.694,0,0,0,0,0,0,3.7703,0.0030361,-0.00081805,0.0001979,1.0e-14
10.322,0,0,0,0,0,0,3.7703,0.0031963,-0.00059238,0.00022234,1.0e-14
10.653,0,0,0,0,0,0,3.7703,0.0031153,-0.00073722,0.00034508,1.0e-14
10.882,0,0,0,0,0,0,3.7703,0.0032312,-0.00079233,0.00012218,1.0e-14
12.651,5.5124e-08,7.9861e-06,-4.4478e-06,5.5124e-08,7.9861e-06,-4.4478e-06,3.7703,0.002994,-0.0008737,0.00048643,1.0e-14
10.655,0,0,0,0,0,0,3.7703,0.0027995,-0.00076399,0.00027021,1.0e-14
12.642,-1.6431e-06,1.082e-05,-3.5176e-06,-1.6431e-06,1.082e-05,-3.5176e-06,3.7703,0.0031294,-0.00096593,0.00022414,1.0e-14
10.541,0,0,0,0,0,0,3.7703,0.003,-0.00096593,0,1.0e-14
12.654,-2.9934e-06,8.3808e-06,-2.4487e-06,-2.9934e-06,8.3808e-06,-2.4487e-06,3.7703,0.0033226,-0.00090805,0.00026719,1.0e-14
10.399,0,0,0,0,0,0,3.7703,0.003127,-0.0007081,0,1.0e-14
10.56,0,0,0,0,0,0,3.7703,0.003238,-0.00045846,0,1.0e-14
10.343,0,0,0,0,0,0,3.7703,0.0034126,-0.00066456,0,1.0e-14
10.314,0,0,0,0,0,0,3.7703,0.0028231,-0.00062397,0.00040875,1.0e-14
10.503,0,0,0,0,0,0,3.7703,0.0029263,-0.0005773,0.00021323,1.0e-14
12.633,1.827e-06,1.1672e-05,-3.7935e-06,1.827e-06,1.1672e-05,-3.7935e-06,3.7703,0.0028706,-0.00096593,0.00022414,1.0e-14
10.511,0,0,0,0,0,0,3.7703,0.0029742,-0.000424,0.000424,1.0e-14
10.182,0,0,0,0,0,0,3.7703,0.003301,-0.0004694,0.0004694,1.0e-14
12.659,1.756e-06,6.2631e-06,-3.578e-06,1.756e-06,6.2631e-06,-3.578e-06,3.7703,0.0027587,-0.00084299,0.00048076,1.0e-14
10.42,0,0,0,0,0,0,3.7703,0.0028472,-0.0005708,0.0005708,1.0e-14
10.467,0,0,0,0,0,0,3.7703,0.0030743,-0.00058868,0.00058868,1.0e-14
12.651,2.9504e-06,6.0519e-06,-4.6916e-06,2.9504e-06,6.0519e-06,-4.6916e-06,3.7703,0.0026376,-0.00065903,0.00065903,1.0e-14
12.648,4.0941e-06,6.8396e-06,-3.7993e-06,4.0941e-06,6.8396e-06,-3.7993e-06,3.7703,0.0025376,-0.00077522,0.00043036,1.0e-14
10.313,0,0,0,0,0,0,3.7703,0.0026784,-0.00061192,0.00022136,1.0e-14
10.602,0,0,0,0,0,0,3.7703,0.0027565,-0.00030515,0.00030515,1.0e-14
10.337,0,0,0,0,0,0,3.7703,0.002681,-0.00048222,0.00048222,1.0e-14
10.83,0,0,0,0,0,0,3.7703,0.0037489,-0.00039557,0.00013409,1.0e-14
10.856,0,0,0,0,0,0,3.7703,0.003624,-0.00059,0.00014473,1.0e-14
12.647,-8.4516e-06,4.8319e-06,-7.4651e-07,-8.4516e-06,4.8319e-06,-7.4651e-07,3.7703,0.003866,-0.0005,0,1.0e-14
12.654,-6.235e-06,4.204e-06,-1.7342e-06,-6.235e-06,4.204e-06,-1.7342e-06,3.7703,0.0038115,-0.00054042,0.00022238,1.0e-14
10.523,0,0,0,0,0,0,3.7703,0.0036578,-0.00031114,0.00031114,1.0e-14
10.482,0,0,0,0,0,0,3.7703,0.003558,-0.00037699,0.00015898,1.0e-14
10.603,0,0,0,0,0,0,3.7703,0.0036201,-0.00047871,0.00028833,1.0e-14
12.643,-8.014e-06,3.6572e-06,-2.5978e-06,-8.014e-06,3.6572e-06,-2.5978e-06,3.7703,0.0038767,-0.00034011,0.00034011,1.0e-14
10.583,0,0,0,0,0,0,3.7703,0.0036126,-0.0005162,0,1.0e-14
10.315,0,0,0,0,0,0,3.7703,0.0036333,-0.00027749,0,1.0e-14
12.601,0.00048624,-0.00011088,2.2569e-05,-2.7854e-05,6.3517e-06,-1.2928e-06,3.7703,0.0039659,-0.00025882,0,1.0e-14
10.36,0,0,0,0,0,0,3.7703,0.0034688,-0.00056413,0.00021549,1.0e-14
12.653,-4.2171e-06,7.0639e-06,-1.4966e-06,-4.2171e-06,7.0639e-06,-1.4966e-06,3.7703,0.0035028,-0.00084657,0.0001748,1.0e-14
12.653,-5.2522e-06,5.5084e-06,-2.5948e-06,-5.2522e-06,5.5084e-06,-2.5948e-06,3.7703,0.0036535,-0.00068443,0.0003233,1.0e-14
12.651,-5.6157e-06,5.725e-06,-9.9229e-07,-5.6157e-06,5.725e-06,-9.9229e-07,3.7703,0.0037071,-0.00070711,0,1.0e-14
