"displacement:0","displacement:1","displacement:2","nodal_GL_strains_xyz:0","nodal_GL_strains_xyz:1","nodal_GL_strains_xyz:2","nodal_GL_strains_xyz:3","nodal_GL_strains_xyz:4","nodal_GL_strains_xyz:5","nodal_cauchy_stresses_xyz:0","nodal_cauchy_stresses_xyz:1","nodal_cauchy_stresses_xyz:2","nodal_cauchy_stresses_xyz:3","nodal_cauchy_stresses_xyz:4","nodal_cauchy_stresses_xyz:5","Points:0","Points:1","Points:2"
1.3878e-17,0.8,0,1.5,2.7056e-15,-0.375,-1.1159e-16,0,0,375,75,0,-2.1587e-14,0,0,1.3878e-17,0.15,0,1.0e-9
-0.05,0.8,0,1.5,-9.6022e-16,-0.375,7.1257e-17,0,0,375,75,0,1.1401e-14,0,0,-0.05,0.15,0,1.0e-9
-0.1,0.8,0,1.5,7.2912e-17,-0.375,6.2901e-16,0,0,375,75,0,1.047e-13,0,0,-0.1,0.15,0,1.0e-9
-0.15,0.8,0,1.5,8.1327e-16,-0.375,-1.1922e-15,0,0,375,75,0,-2.2186e-13,0,0,-0.15,0.15,0,1.0e-9
-0.2,0.8,0,1.5,-2.5325e-16,-0.375,-3.9044e-16,0,0,375,75,0,-1.1617e-13,0,0,-0.2,0.15,0,1.0e-9
-0.25,0.8,0,1.5,1.302e-15,-0.375,1.2128e-16,0,0,375,75,0,-1.8539e-14,0,0,-0.25,0.15,0,1.0e-9
-0.3,0.8,0,1.5,4.5896e-16,-0.375,3.2045e-16,0,0,375,75,0,-1.8433e-14,0,0,-0.3,0.15,0,1.0e-9
-0.35,0.8,0,1.5,1.7907e-15,-0.375,-2.1248e-15,0,0,375,75,0,-3.4631e-13,0,0,-0.35,0.15,0,1.0e-9
-0.4,0.8,0,1.5,-1.4671e-15,-0.375,1.2452e-15,0,0,375,75,0,2.0801e-13,0,0,-0.4,0.15,0,1.0e-9
-0.45,0.8,0,1.5,-1.9798e-15,-0.375,-2.0317e-15,0,0,375,75,0,-3.9178e-13,0,0,-0.45,0.15,0,1.0e-9
-0.5,0.8,0,1.5,-1.5365e-16,-0.375,-1.6425e-15,0,0,375,75,0,-3.174e-13,0,0,-0.5,0.15,0,1.0e-9
0.45,0.8,0,1.5,-2.5969e-16,-0.375,-5.4019e-15,0,0,375,75,0,-9.0224e-13,0,0,0.45,0.1,0,1.0e-9
0.5,0.8,0,1.5,-2.4291e-15,-0.375,1.3974e-15,0,0,375,75,0,1.897e-13,0,0,0.5,0.1,0,1.0e-9
0.4,0.8,0,1.5,-1.3974e-15,-0.375,2.8086e-15,0,0,375,75,0,4.2903e-13,0,0,0.4,0.1,0,1.0e-9
0.35,0.8,0,1.5,-2.2367e-15,-0.375,-5.2157e-17,0,0,375,75,0,-1.3542e-14,0,0,0.35,0.1,0,1.0e-9
0.3,0.8,0,1.5,1.8462e-15,-0.375,8.0082e-17,0,0,375,75,0,1.6634e-14,0,0,0.3,0.1,0,1.0e-9
0.25,0.8,0,1.5,7.4396e-16,-0.375,3.0211e-17,0,0,375,75,0,-3.3734e-15,0,0,0.25,0.1,0,1.0e-9
0.2,0.8,0,1.5,-1.6748e-15,-0.375,-7.8433e-16,0,0,375,75,0,-1.4252e-13,0,0,0.2,0.1,0,1.0e-9
0.15,0.8,0,1.5,1.0592e-15,-0.375,-1.0146e-16,0,0,375,75,0,-3.7317e-14,0,0,0.15,0.1,0,1.0e-9
0.1,0.8,0,1.5,-1.3005e-15,-0.375,3.4012e-16,0,0,375,75,0,1.7515e-13,0,0,0.1,0.1,0,1.0e-9
0.05,0.8,0,1.5,-8.403e-16,-0.375,1.2719e-16,0,0,375,75,0,1.8685e-14,0,0,0.05,0.1,0,1.0e-9
2.7756e-17,0.8,0,1.5,1.7027e-15,-0.375,-3.8012e-16,0,0,375,75,0,-1.8517e-13,0,0,2.7756e-17,0.1,0,1.0e-9
-0.05,0.8,0,1.5,6.7231e-16,-0.375,2.1106e-16,0,0,375,75,0,3.3606e-14,0,0,-0.05,0.1,0,1.0e-9
-0.1,0.8,0,1.5,-1.048e-15,-0.375,4.8157e-16,0,0,375,75,0,1.6605e-13,0,0,-0.1,0.1,0,1.0e-9
-0.15,0.8,0,1.5,1.2267e-15,-0.375,8.0694e-16,0,0,375,75,0,2.2315e-13,0,0,-0.15,0.1,0,1.0e-9
-0.2,0.8,0,1.5,-3.0691e-15,-0.375,-1.6245e-16,0,0,375,75,0,1.3008e-14,0,0,-0.2,0.1,0,1.0e-9
-0.25,0.8,0,1.5,6.666e-16,-0.375,3.1235e-16,0,0,375,75,0,7.9223e-14,0,0,-0.25,0.1,0,1.0e-9
-0.3,0.8,0,1.5,2.2605e-15,-0.375,-1.8214e-16,0,0,375,75,0,-1.0616e-13,0,0,-0.3,0.1,0,1.0e-9
-0.35,0.8,0,1.5,-1.1401e-16,-0.375,-5.5229e-16,0,0,375,75,0,-2.0146e-13,0,0,-0.35,0.1,0,1.0e-9
-0.4,0.8,0,1.5,-4.5279e-16,-0.375,1.6258e-15,0,0,375,75,0,2.2503e-13,0,0,-0.4,0.1,0,1.0e-9
-0.45,0.8,0,1.5,9.9966e-16,-0.375,-3.8972e-15,0,0,375,75,0,-5.778e-13,0,0,-0.45,0.1,0,1.0e-9
-0.5,0.8,0,1.5,-1.4024e-16,-0.375,-2.3911e-16,0,0,375,75,0,9.9938e-15,0,0,-0.5,0.1,0,1.0e-9
0.45,0.8,0,1.5,2.1755e-15,-0.375,-2.8081e-16,0,0,375,75,0,-5.1428e-14,0,0,0.45,0.05,0,1.0e-9
0.5,0.8,0,1.5,8.7423e-16,-0.375,4.2737e-15,0,0,375,75,0,6.6259e-13,0,0,0.5,0.05,0,1.0e-9
0.4,0.8,0,1.5,-1.0779e-15,-0.375,-2.5717e-15,0,0,375,75,0,-4.489e-13,0,0,0.4,0.05,0,1.0e-9
0.35,0.8,0,1.5,2.7211e-16,-0.375,2.0488e-16,0,0,375,75,0,1.6106e-14,0,0,0.35,0.05,0,1.0e-9
0.3,0.8,0,1.5,1.4851e-15,-0.375,2.5352e-16,0,0,375,75,0,5.7543e-14,0,0,0.3,0.05,0,1.0e-9
0.25,0.8,0,1.5,-1.3174e-15,-0.375,-5.5778e-17,0,0,375,75,0,-8.9245e-15,0,0,0.25,0.05,0,1.0e-9
0.2,0.8,0,1.5,1.3277e-15,-0.375,4.6082e-16,0,0,375,75,0,7.162e-14,0,0,0.2,0.05,0,1.0e-9
0.15,0.8,0,1.5,1.5511e-16,-0.375,-3.3914e-16,0,0,375,75,0,-7.3466e-14,0,0,0.15,0.05,0,1.0e-9
0.1,0.8,0,1.5,1.6359e-15,-0.375,-3.9216e-16,0,0,375,75,0,-1.0259e-13,0,0,0.1,0.05,0,1.0e-9
0.05,0.8,0,1.5,-4.0963e-16,-0.375,1.8924e-17,0,0,375,75,0,9.243e-15,0,0,0.05,0.05,0,1.0e-9
1.3878e-17,0.8,0,1.5,-1.1382e-15,-0.375,6.6209e-17,0,0,375,75,0,3.2211e-14,0,0,1.3878e-17,0.05,0,1.0e-9
-0.05,0.8,0,1.5,3.5458e-16,-0.375,3.2927e-16,0,0,375,75,0,6.9774e-14,0,0,-0.05,0.05,0,1.0e-9
-0.1,0.8,0,1.5,2.0727e-15,-0.375,1.6468e-16,0,0,375,75,0,2.6172e-14,0,0,-0.1,0.05,0,1.0e-9
-0.15,0.8,0,1.5,-5.0213e-16,-0.375,-1.057e-15,0,0,375,75,0,-1.8586e-13,0,0,-0.15,0.05,0,1.0e-9
-0.2,0.8,0,1.5,-1.5285e-15,-0.375,3.932e-16,0,0,375,75,0,4.5605e-14,0,0,-0.2,0.05,0,1.0e-9
-0.25,0.8,0,1.5,-9.1095e-16,-0.375,-5.7892e-16,0,0,375,75,0,-1.0993e-13,0,0,-0.25,0.05,0,1.0e-9
-0.3,0.8,0,1.5,-9.7988e-16,-0.375,-1.6254e-15,0,0,375,75,0,-2.5941e-13,0,0,-0.3,0.05,0,1.0e-9
-0.35,0.8,0,1.5,-6.6341e-16,-0.375,3.993e-15,0,0,375,75,0,7.4723e-13,0,0,-0.35,0.05,0,1.0e-9
-0.4,0.8,0,1.5,-6.5252e-16,-0.375,3.5856e-16,0,0,375,75,0,5.8306e-14,0,0,-0.4,0.05,0,1.0e-9
-0.45,0.8,0,1.5,1.8566e-15,-0.375,2.0172e-15,0,0,375,75,0,3.3546e-13,0,0,-0.45,0.05,0,1.0e-9
-0.5,0.8,0,1.5,-2.3567e-15,-0.375,-1.9106e-15,0,0,375,75,0,-6.6759e-14,0,0,-0.5,0.05,0,1.0e-9
0.45,0.8,0,1.5,1.1122e-16,-0.375,1.0456e-15,0,0,375,75,0,1.5839e-13,0,0,0.45,-6.3081e-18,0,1.0e-9
0.5,0.8,0,1.5,-1.2053e-15,-0.375,-1.476e-16,0,0,375,75,0,-4.2409e-14,0,0,0.5,0,0,1.0e-9
0.4,0.8,0,1.5,1.5963e-16,-0.375,6.5244e-17,0,0,375,75,0,1.3218e-14,0,0,0.4,-6.3081e-18,0,1.0e-9
0.35,0.8,0,1.5,-7.152e-16,-0.375,-1.6449e-15,0,0,375,75,0,-2.6278e-13,0,0,0.35,-6.3081e-18,0,1.0e-9
0.3,0.8,0,1.5,-2.036e-15,-0.375,2.3171e-15,0,0,375,75,0,3.6991e-13,0,0,0.3,-6.3081e-18,0,1.0e-9
0.25,0.8,0,1.5,3.9402e-16,-0.375,-7.5421e-16,0,0,375,75,0,-1.2174e-13,0,0,0.25,-6.3081e-18,0,1.0e-9
0.2,0.8,0,1.5,3.1502e-15,-0.375,-7.0388e-16,0,0,375,75,0,-1.1295e-13,0,0,0.2,-6.3081e-18,0,1.0e-9
0.15,0.8,0,1.5,-3.834e-16,-0.375,6.6932e-16,0,0,375,75,0,1.0644e-13,0,0,0.15,-6.3081e-18,0,1.0e-9
0.1,0.8,0,1.5,-1.1741e-15,-0.375,-4.7493e-16,0,0,375,75,0,-7.6637e-14,0,0,0.1,-6.3081e-18,0,1.0e-9
0.05,0.8,0,1.5,1.2393e-15,-0.375,-1.5871e-17,0,0,375,75,0,-2.7026e-15,0,0,0.05,-6.3081e-18,0,1.0e-9
1.3878e-17,0.8,0,1.5,5.8858e-16,-0.375,-1.519e-17,0,0,375,75,0,-2.4304e-15,0,0,1.3878e-17,-6.3081e-18,0,1.0e-9
-0.05,0.8,0,1.5,1.4354e-15,-0.375,-1.658e-16,0,0,375,75,0,-2.7108e-14,0,0,-0.05,-6.3081e-18,0,1.0e-9
-0.1,0.8,0,1.5,-2.3854e-15,-0.375,6.2021e-16,0,0,375,75,0,1.0062e-13,0,0,-0.1,-6.3081e-18,0,1.0e-9
-0.15,0.8,0,1.5,1.5664e-16,-0.375,5.6407e-16,0,0,375,75,0,9.0252e-14,0,0,-0.15,-6.3081e-18,0,1.0e-9
-0.2,0.8,0,1.5,2.674e-16,-0.375,-4.7483e-16,0,0,375,75,0,-7.581e-14,0,0,-0.2,-6.3081e-18,0,1.0e-9
-0.25,0.8,0,1.5,2.3842e-17,-0.375,-8.6138e-16,0,0,375,75,0,-1.39e-13,0,0,-0.25,-6.3081e-18,0,1.0e-9
-0.3,0.8,0,1.5,-1.0614e-15,-0.375,8.2712e-19,0,0,375,75,0,1.716e-15,0,0,-0.3,-6.3081e-18,0,1.0e-9
-0.35,0.8,0,1.5,3.6999e-16,-0.375,-1.3579e-16,0,0,375,75,0,-4.2124e-14,0,0,-0.35,-6.3081e-18,0,1.0e-9
-0.4,0.8,0,1.5,-7.2378e-17,-0.375,1.3964e-16,0,0,375,75,0,1.9243e-14,0,0,-0.4,-6.3081e-18,0,1.0e-9
-0.45,0.8,0,1.5,-3.259e-16,-0.375,-2.0697e-15,0,0,375,75,0,-3.2102e-13,0,0,-0.45,-6.3081e-18,0,1.0e-9
-0.5,0.8,0,1.5,-5.1938e-16,-0.375,-7.3835e-17,0,0,375,75,0,-3.563e-14,0,0,-0.5,0,0,1.0e-9
0.45,0.8,0,1.5,1.1332e-15,-0.375,2.1549e-15,0,0,375,75,0,3.7169e-13,0,0,0.45,-0.05,0,1.0e-9
0.5,0.8,0,1.5,-9.243e-16,-0.375,-1.8497e-15,0,0,375,75,0,-4.401e-14,0,0,0.5,-0.05,0,1.0e-9
0.4,0.8,0,1.5,2.5294e-15,-0.375,7.4249e-16,0,0,375,75,0,2.0344e-14,0,0,0.4,-0.05,0,1.0e-9
0.35,0.8,0,1.5,-6.166e-16,-0.375,8.2068e-16,0,0,375,75,0,1.0623e-13,0,0,0.35,-0.05,0,1.0e-9
0.3,0.8,0,1.5,1.3352e-15,-0.375,6.0226e-17,0,0,375,75,0,8.2596e-14,0,0,0.3,-0.05,0,1.0e-9
0.25,0.8,0,1.5,-1.1196e-15,-0.375,9.2646e-16,0,0,375,75,0,2.6386e-13,0,0,0.25,-0.05,0,1.0e-9
0.2,0.8,0,1.5,-2.0462e-15,-0.375,-8.9163e-16,0,0,375,75,0,-1.047e-13,0,0,0.2,-0.05,0,1.0e-9
0.15,0.8,0,1.5,-2.9834e-16,-0.375,5.4243e-16,0,0,375,75,0,5.4611e-14,0,0,0.15,-0.05,0,1.0e-9
0.1,0.8,0,1.5,-1.3617e-15,-0.375,-5.7369e-16,0,0,375,75,0,-1.2432e-13,0,0,0.1,-0.05,0,1.0e-9
0.05,0.8,0,1.5,-4.6241e-16,-0.375,-3.227e-17,0,0,375,75,0,1.259e-14,0,0,0.05,-0.05,0,1.0e-9
1.3878e-17,0.8,0,1.5,1.8326e-17,-0.375,-3.4694e-17,0,0,375,75,0,-5.5511e-15,0,0,1.3878e-17,-0.05,0,1.0e-9
-0.05,0.8,0,1.5,4.3359e-17,-0.375,-2.1883e-16,0,0,375,75,0,-3.5013e-14,0,0,-0.05,-0.05,0,1.0e-9
-0.1,0.8,0,1.5,-4.7807e-17,-0.375,2.9684e-16,0,0,375,75,0,4.6514e-14,0,0,-0.1,-0.05,0,1.0e-9
-0.15,0.8,0,1.5,9.6274e-16,-0.375,-1.4528e-15,0,0,375,75,0,-2.3244e-13,0,0,-0.15,-0.05,0,1.0e-9
-0.2,0.8,0,1.5,1.7258e-18,-0.375,-3.4967e-16,0,0,375,75,0,-5.4967e-14,0,0,-0.2,-0.05,0,1.0e-9
-0.25,0.8,0,1.5,-1.9305e-15,-0.375,4.7158e-16,0,0,375,75,0,5.4369e-14,0,0,-0.25,-0.05,0,1.0e-9
-0.3,0.8,0,1.5,2.2749e-16,-0.375,-7.7706e-16,0,0,375,75,0,-1.2573e-13,0,0,-0.3,-0.05,0,1.0e-9
-0.35,0.8,0,1.5,-1.8645e-15,-0.375,-1.7672e-16,0,0,375,75,0,-2.2572e-14,0,0,-0.35,-0.05,0,1.0e-9
-0.4,0.8,0,1.5,5.7915e-16,-0.375,1.9077e-15,0,0,375,75,0,3.4718e-13,0,0,-0.4,-0.05,0,1.0e-9
-0.45,0.8,0,1.5,-2.9389e-16,-0.375,-2.4345e-15,0,0,375,75,0,-3.8248e-13,0,0,-0.45,-0.05,0,1.0e-9
-0.5,0.8,0,1.5,4.1434e-16,-0.375,-2.9957e-15,0,0,375,75,0,-5.9917e-13,0,0,-0.5,-0.05,0,1.0e-9
0.45,0.8,0,1.5,1.0552e-15,-0.375,-9.2748e-16,0,0,375,75,0,-7.7429e-14,0,0,0.45,-0.1,0,1.0e-9
0.5,0.8,0,1.5,-1.8972e-15,-0.375,-9.4408e-16,0,0,375,75,0,-5.5443e-14,0,0,0.5,-0.1,0,1.0e-9
0.4,0.8,0,1.5,-1.8588e-15,-0.375,3.6029e-16,0,0,375,75,0,-3.8095e-14,0,0,0.4,-0.1,0,1.0e-9
0.35,0.8,0,1.5,2.018e-16,-0.375,-1.0197e-15,0,0,375,75,0,-2.9534e-13,0,0,0.35,-0.1,0,1.0e-9
0.3,0.8,0,1.5,5.6892e-16,-0.375,-7.5093e-16,0,0,375,75,0,-1.5561e-13,0,0,0.3,-0.1,0,1.0e-9
0.25,0.8,0,1.5,-1.1892e-15,-0.375,-5.2881e-16,0,0,375,75,0,1.2915e-14,0,0,0.25,-0.1,0,1.0e-9
0.2,0.8,0,1.5,9.897e-16,-0.375,-1.4288e-15,0,0,375,75,0,-2.0012e-13,0,0,0.2,-0.1,0,1.0e-9
0.15,0.8,0,1.5,-1.3308e-15,-0.375,1.005e-15,0,0,375,75,0,5.1912e-14,0,0,0.15,-0.1,0,1.0e-9
0.1,0.8,0,1.5,4.3719e-16,-0.375,6.3176e-16,0,0,375,75,0,6.2005e-14,0,0,0.1,-0.1,0,1.0e-9
0.05,0.8,0,1.5,8.5259e-17,-0.375,-5.0489e-16,0,0,375,75,0,-1.0081e-13,0,0,0.05,-0.1,0,1.0e-9
1.3878e-17,0.8,0,1.5,-1.5612e-15,-0.375,-6.7572e-17,0,0,375,75,0,-1.0485e-14,0,0,1.3878e-17,-0.1,0,1.0e-9
-0.05,0.8,0,1.5,-4.8446e-16,-0.375,-7.9257e-17,0,0,375,75,0,-1.3008e-14,0,0,-0.05,-0.1,0,1.0e-9
-0.1,0.8,0,1.5,4.7612e-17,-0.375,1.0042e-15,0,0,375,75,0,2.6588e-13,0,0,-0.1,-0.1,0,1.0e-9
-0.15,0.8,0,1.5,2.9481e-17,-0.375,-8.0342e-16,0,0,375,75,0,-1.2822e-13,0,0,-0.15,-0.1,0,1.0e-9
-0.2,0.8,0,1.5,2.1361e-16,-0.375,-8.089e-16,0,0,375,75,0,-2.3463e-13,0,0,-0.2,-0.1,0,1.0e-9
-0.25,0.8,0,1.5,8.7576e-16,-0.375,-1.0123e-15,0,0,375,75,0,-1.7074e-13,0,0,-0.25,-0.1,0,1.0e-9
-0.3,0.8,0,1.5,-8.8645e-16,-0.375,1.11e-15,0,0,375,75,0,2.5916e-13,0,0,-0.3,-0.1,0,1.0e-9
-0.35,0.8,0,1.5,-1.6886e-15,-0.375,-1.6536e-15,0,0,375,75,0,-1.87e-13,0,0,-0.35,-0.1,0,1.0e-9
-0.4,0.8,0,1.5,8.8764e-16,-0.375,4.0661e-15,0,0,375,75,0,6.5358e-13,0,0,-0.4,-0.1,0,1.0e-9
-0.45,0.8,0,1.5,1.8685e-16,-0.375,1.5904e-15,0,0,375,75,0,2.539e-13,0,0,-0.45,-0.1,0,1.0e-9
-0.5,0.8,0,1.5,-2.1806e-16,-0.375,-1.7208e-15,0,0,375,75,0,-2.7647e-13,0,0,-0.5,-0.1,0,1.0e-9
0.45,0.8,0,1.5,-1.3432e-15,-0.375,1.1764e-15,0,0,375,75,0,1.3185e-13,0,0,0.45,-0.15,0,1.0e-9
0.5,0.8,0,1.5,-1.0305e-16,-0.375,1.0863e-15,0,0,375,75,0,1.907e-13,0,0,0.5,-0.15,0,1.0e-9
0.4,0.8,0,1.5,9.1713e-16,-0.375,3.1876e-15,0,0,375,75,0,5.1376e-13,0,0,0.4,-0.15,0,1.0e-9
0.35,0.8,0,1.5,-8.5199e-16,-0.375,-1.2894e-15,0,0,375,75,0,-2.0499e-13,0,0,0.35,-0.15,0,1.0e-9
0.3,0.8,0,1.5,2.1258e-15,-0.375,-4.8608e-17,0,0,375,75,0,-1.1088e-13,0,0,0.3,-0.15,0,1.0e-9
0.25,0.8,0,1.5,-1.2817e-15,-0.375,4.7384e-16,0,0,375,75,0,1.2292e-13,0,0,0.25,-0.15,0,1.0e-9
0.2,0.8,0,1.5,-8.8546e-16,-0.375,-7.2124e-16,0,0,375,75,0,-2.3838e-14,0,0,0.2,-0.15,0,1.0e-9
0.15,0.8,0,1.5,2.0469e-15,-0.375,8.813e-16,0,0,375,75,0,8.073e-14,0,0,0.15,-0.15,0,1.0e-9
0.1,0.8,0,1.5,5.8333e-16,-0.375,4.6502e-16,0,0,375,75,0,4.3121e-14,0,0,0.1,-0.15,0,1.0e-9
0.05,0.8,0,1.5,2.7596e-15,-0.375,2.6464e-16,0,0,375,75,0,4.4781e-14,0,0,0.05,-0.15,0,1.0e-9
1.3878e-17,0.8,0,1.5,1.1216e-15,-0.375,-4.3468e-16,0,0,375,75,0,-1.044e-13,0,0,1.3878e-17,-0.15,0,1.0e-9
-0.05,0.8,0,1.5,-8.6142e-16,-0.375,4.8383e-16,0,0,375,75,0,1.1357e-13,0,0,-0.05,-0.15,0,1.0e-9
-0.1,0.8,0,1.5,1.2118e-15,-0.375,-4.3105e-16,0,0,375,75,0,-4.8745e-14,0,0,-0.1,-0.15,0,1.0e-9
-0.15,0.8,0,1.5,1.1003e-16,-0.375,1.829e-16,0,0,375,75,0,-6.2414e-15,0,0,-0.15,-0.15,0,1.0e-9
-0.2,0.8,0,1.5,-1.3724e-15,-0.375,1.8287e-16,0,0,375,75,0,9.3621e-15,0,0,-0.2,-0.15,0,1.0e-9
-0.25,0.8,0,1.5,7.1739e-16,-0.375,-2.0692e-15,0,0,375,75,0,-3.3107e-13,0,0,-0.25,-0.15,0,1.0e-9
-0.3,0.8,0,1.5,2.5626e-15,-0.375,1.2762e-16,0,0,375,75,0,1.0013e-14,0,0,-0.3,-0.15,0,1.0e-9
-0.35,0.8,0,1.5,4.6295e-16,-0.375,2.9623e-15,0,0,375,75,0,5.3458e-13,0,0,-0.35,-0.15,0,1.0e-9
-0.4,0.8,0,1.5,7.5511e-16,-0.375,-3.0368e-15,0,0,375,75,0,-4.8589e-13,0,0,-0.4,-0.15,0,1.0e-9
-0.45,0.8,0,1.5,3.3851e-16,-0.375,1.4739e-15,0,0,375,75,0,1.6091e-13,0,0,-0.45,-0.15,0,1.0e-9
-0.5,0.8,0,1.5,-2.0528e-15,-0.375,-2.6902e-15,0,0,375,75,0,-4.3822e-13,0,0,-0.5,-0.15,0,1.0e-9
0.45,0.8,0,1.5,-4.6985e-16,-0.375,-3.854e-15,0,0,375,75,0,-7.0032e-13,0,0,0.45,-0.2,0,1.0e-9
0.5,0.8,0,1.5,4.6188e-16,-0.375,4.9761e-15,0,0,375,75,0,7.9617e-13,0,0,0.5,-0.2,0,1.0e-9
0.4,0.8,0,1.5,-1.6009e-16,-0.375,2.4724e-15,0,0,375,75,0,3.7073e-13,0,0,0.4,-0.2,0,1.0e-9
0.35,0.8,0,1.5,-2.3207e-15,-0.375,-3.3174e-15,0,0,375,75,0,-5.2348e-13,0,0,0.35,-0.2,0,1.0e-9
0.3,0.8,0,1.5,-3.5139e-16,-0.375,1.8658e-15,0,0,375,75,0,3.2226e-13,0,0,0.3,-0.2,0,1.0e-9
0.25,0.8,0,1.5,9.2828e-16,-0.375,-9.5703e-16,0,0,375,75,0,-2.1777e-15,0,0,0.25,-0.2,0,1.0e-9
0.2,0.8,0,1.5,1.3052e-15,-0.375,-4.5521e-16,0,0,375,75,0,-9.1686e-14,0,0,0.2,-0.2,0,1.0e-9
0.15,0.8,0,1.5,-1.8891e-15,-0.375,4.0637e-17,0,0,375,75,0,2.235e-14,0,0,0.15,-0.2,0,1.0e-9
0.1,0.8,0,1.5,6.0292e-16,-0.375,7.0991e-16,0,0,375,75,0,2.149e-13,0,0,0.1,-0.2,0,1.0e-9
0.05,0.8,0,1.5,5.1992e-16,-0.375,-5.2914e-17,0,0,375,75,0,-1.2689e-14,0,0,0.05,-0.2,0,1.0e-9
1.3878e-17,0.8,0,1.5,-3.0531e-16,-0.375,6.8057e-16,0,0,375,75,0,7.7934e-14,0,0,1.3878e-17,-0.2,0,1.0e-9
-0.05,0.8,0,1.5,3.7144e-16,-0.375,1.1745e-17,0,0,375,75,0,-1.0366e-13,0,0,-0.05,-0.2,0,1.0e-9
-0.1,0.8,0,1.5,-1.0007e-15,-0.375,-6.2549e-16,0,0,375,75,0,-6.49e-14,0,0,-0.1,-0.2,0,1.0e-9
-0.15,0.8,0,1.5,-3.6401e-16,-0.375,1.5106e-15,0,0,375,75,0,2.824e-13,0,0,-0.15,-0.2,0,1.0e-9
-0.2,0.8,0,1.5,-6.081e-16,-0.375,4.6029e-16,0,0,375,75,0,8.8177e-15,0,0,-0.2,-0.2,0,1.0e-9
-0.25,0.8,0,1.5,4.9163e-16,-0.375,-3.7506e-16,0,0,375,75,0,-6.0664e-14,0,0,-0.25,-0.2,0,1.0e-9
-0.3,0.8,0,1.5,-7.2111e-16,-0.375,7.3035e-16,0,0,375,75,0,1.8656e-13,0,0,-0.3,-0.2,0,1.0e-9
-0.35,0.8,0,1.5,-2.0491e-16,-0.375,1.64e-15,0,0,375,75,0,2.5753e-13,0,0,-0.35,-0.2,0,1.0e-9
-0.4,0.8,0,1.5,-1.1608e-15,-0.375,-2.5914e-15,0,0,375,75,0,-4.073e-13,0,0,-0.4,-0.2,0,1.0e-9
-0.45,0.8,0,1.5,6.0664e-16,-0.375,-2.0027e-16,0,0,375,75,0,-2.2856e-14,0,0,-0.45,-0.2,0,1.0e-9
-0.5,0.8,0,1.5,7.8513e-16,-0.375,6.9987e-16,0,0,375,75,0,-1.6547e-14,0,0,-0.5,-0.2,0,1.0e-9
0.45,0.8,0,1.5,9.9721e-16,-0.375,-4.2078e-16,0,0,375,75,0,-4.8473e-14,0,0,0.45,-0.25,0,1.0e-9
0.5,0.8,0,1.5,-3.1819e-16,-0.375,2.5583e-15,0,0,375,75,0,3.9113e-13,0,0,0.5,-0.25,0,1.0e-9
0.4,0.8,0,1.5,2.4037e-16,-0.375,-2.6377e-15,0,0,375,75,0,-3.8807e-13,0,0,0.4,-0.25,0,1.0e-9
0.35,0.8,0,1.5,-1.2736e-16,-0.375,7.7842e-16,0,0,375,75,0,4.8181e-14,0,0,0.35,-0.25,0,1.0e-9
0.3,0.8,0,1.5,1.4814e-15,-0.375,6.4674e-16,0,0,375,75,0,1.1567e-13,0,0,0.3,-0.25,0,1.0e-9
0.25,0.8,0,1.5,5.903e-16,-0.375,1.1401e-16,0,0,375,75,0,1.1548e-13,0,0,0.25,-0.25,0,1.0e-9
0.2,0.8,0,1.5,-2.5882e-15,-0.375,5.831e-16,0,0,375,75,0,7.1766e-14,0,0,0.2,-0.25,0,1.0e-9
0.15,0.8,0,1.5,1.0181e-15,-0.375,1.4876e-15,0,0,375,75,0,2.0162e-13,0,0,0.15,-0.25,0,1.0e-9
0.1,0.8,0,1.5,-4.3267e-16,-0.375,-3.7538e-16,0,0,375,75,0,-9.0451e-14,0,0,0.1,-0.25,0,1.0e-9
0.05,0.8,0,1.5,-8.6042e-16,-0.375,-1.7023e-16,0,0,375,75,0,-7.0949e-14,0,0,0.05,-0.25,0,1.0e-9
1.3878e-17,0.8,0,1.5,-2.7012e-16,-0.375,4.0977e-17,0,0,375,75,0,7.2038e-14,0,0,1.3878e-17,-0.25,0,1.0e-9
-0.05,0.8,0,1.5,2.0226e-16,-0.375,-6.8188e-16,0,0,375,75,0,-1.3087e-13,0,0,-0.05,-0.25,0,1.0e-9
-0.1,0.8,0,1.5,5.6201e-16,-0.375,4.549e-16,0,0,375,75,0,3.0857e-14,0,0,-0.1,-0.25,0,1.0e-9
-0.15,0.8,0,1.5,-1.417e-15,-0.375,1.5748e-15,0,0,375,75,0,1.9493e-13,0,0,-0.15,-0.25,0,1.0e-9
-0.2,0.8,0,1.5,1.1861e-15,-0.375,-1.0949e-15,0,0,375,75,0,-2.2669e-13,0,0,-0.2,-0.25,0,1.0e-9
-0.25,0.8,0,1.5,9.3771e-16,-0.375,9.4574e-16,0,0,375,75,0,2.1192e-13,0,0,-0.25,-0.25,0,1.0e-9
-0.3,0.8,0,1.5,6.8393e-17,-0.375,-4.82e-16,0,0,375,75,0,-2.6268e-14,0,0,-0.3,-0.25,0,1.0e-9
-0.35,0.8,0,1.5,5.3518e-17,-0.375,1.1459e-15,0,0,375,75,0,1.6871e-13,0,0,-0.35,-0.25,0,1.0e-9
-0.4,0.8,0,1.5,4.5644e-16,-0.375,-7.3997e-16,0,0,375,75,0,-2.1718e-13,0,0,-0.4,-0.25,0,1.0e-9
