"displacement:0","displacement:1","displacement:2","nodal_GL_strains_xyz:0","nodal_GL_strains_xyz:1","nodal_GL_strains_xyz:2","nodal_GL_strains_xyz:3","nodal_GL_strains_xyz:4","nodal_GL_strains_xyz:5","nodal_cauchy_coupling_stresses_xyz:0","nodal_cauchy_coupling_stresses_xyz:1","nodal_cauchy_coupling_stresses_xyz:2","nodal_cauchy_coupling_stresses_xyz:3","nodal_cauchy_coupling_stresses_xyz:4","nodal_cauchy_coupling_stresses_xyz:5","nodal_cauchy_stresses_xyz:0","nodal_cauchy_stresses_xyz:1","nodal_cauchy_stresses_xyz:2","nodal_cauchy_stresses_xyz:3","nodal_cauchy_stresses_xyz:4","nodal_cauchy_stresses_xyz:5","Points:0","Points:1","Points:2",1.0e-12
-0.00090707,-3.7872e-16,6.7862e-18,-0.00022663,1.1022e-17,4.7211e-17,-5.9518e-17,8.5107e-17,4.6023e-17,-2.1782,-2.1782,-2.1782,-6.6657e-32,-1.1107e-31,5.0662e-32,-610.41,-261.66,-261.66,-9.1524e-11,1.3096e-10,7.0826e-11,-1,3,3,1.0e-12
-0.00090707,0,0,-0.00022663,-7.075e-17,-9.9638e-19,5.2797e-17,1.6872e-17,2.0898e-16,-2.1782,-2.1782,-2.1782,7.3971e-32,-1.3865e-31,2.4887e-32,-610.41,-261.66,-261.66,8.1308e-11,2.5963e-11,3.2156e-10,-1,3,5,1.0e-12
-0.00090707,1.5086e-16,-3.3948e-16,-0.00022663,8.1407e-17,-1.3338e-16,-1.0008e-16,-9.5066e-17,-1.0976e-16,-2.1782,-2.1782,-2.1782,-1.7708e-33,-5.7655e-32,-1.0898e-31,-610.41,-261.66,-261.66,-1.5394e-10,-1.4629e-10,-1.6887e-10,-1,3,1,1.0e-12
-0.00090707,0,0,-0.00022663,1.1783e-16,4.0272e-17,7.3698e-17,6.9463e-17,-2.8987e-16,-2.1782,-2.1782,-2.1782,2.2259e-31,1.7938e-31,1.1349e-31,-610.41,-261.66,-261.66,1.1346e-10,1.0689e-10,-4.4599e-10,-1,5,3,1.0e-12
-0.00090707,0,0,-0.00022663,4.421e-16,1.2118e-16,3.3012e-16,-6.4741e-18,6.0564e-17,-2.1782,-2.1782,-2.1782,-2.107e-31,-5.7076e-32,-1.7297e-31,-610.41,-261.66,-261.66,5.0794e-10,-9.9624e-12,9.3194e-11,-1,5,5,1.0e-12
-0.00090707,0,0,-0.00022663,1.7434e-16,1.5302e-16,1.3498e-16,1.8167e-16,2.6838e-16,-2.1782,-2.1782,-2.1782,2.7295e-31,1.0458e-31,1.2247e-32,-610.41,-261.66,-261.66,2.0785e-10,2.7956e-10,4.1296e-10,-1,5,1,1.0e-12
-0.0013605,0,0,-0.00022691,1.1647e-16,-2.2311e-17,7.4978e-17,2.898e-17,-9.8123e-18,-2.2058,-2.2058,-2.2058,-2.1758e-31,1.2911e-31,1.7239e-31,-611.14,-261.98,-261.98,1.1526e-10,4.4595e-11,-1.5027e-11,1,-5,5,1.0e-12
-0.0013605,0,0,-0.00022691,6.7938e-16,-5.3154e-17,2.7093e-16,2.3865e-17,2.0814e-16,-2.2058,-2.2058,-2.2058,1.2177e-31,-1.1903e-31,-9.8729e-32,-611.14,-261.98,-261.98,4.1697e-10,3.6724e-11,3.2027e-10,1,-5,3,1.0e-12
-0.0013605,4.7093e-16,3.9453e-16,-0.00022691,1.1189e-16,-1.7248e-16,-1.1142e-16,-7.1065e-17,-1.1515e-16,-2.2058,-2.2058,-2.2058,-2.1085e-31,2.3166e-31,1.3994e-31,-611.14,-261.98,-261.98,-1.7148e-10,-1.0936e-10,-1.7719e-10,1,-3,3,1.0e-12
-0.0013605,0,0,-0.00022691,-2.3629e-16,1.1338e-16,-1.4136e-16,-2.5368e-17,-1.468e-17,-2.2058,-2.2058,-2.2058,3.6159e-31,4.6246e-32,4.4409e-32,-611.14,-261.98,-261.98,-2.1744e-10,-3.9037e-11,-2.2774e-11,1,-3,5,1.0e-12
-0.0013605,0,0,-0.00022691,3.5548e-16,7.2743e-17,4.2863e-16,-1.5918e-17,8.175e-17,-2.2058,-2.2058,-2.2058,-7.8162e-32,7.9967e-32,-2.8109e-32,-611.14,-261.98,-261.98,6.5946e-10,-2.4495e-11,1.2582e-10,1,-5,1,1.0e-12
-0.0013605,2.6977e-16,5.5953e-17,-0.00022691,-3.2754e-16,1.2087e-16,-2.2157e-16,9.5325e-17,1.4809e-16,-2.2058,-2.2058,-2.2058,-2.5472e-32,-3.625e-32,3.7017e-32,-611.14,-261.98,-261.98,-3.4092e-10,1.4669e-10,2.2788e-10,1,-3,1,1.0e-12
-0.0013605,6.2034e-16,-7.7892e-17,-0.00022691,9.7327e-17,-1.3642e-16,-5.6535e-17,-6.9804e-17,5.7563e-17,-2.2058,-2.2058,-2.2058,1.975e-31,-2.1867e-31,1.1939e-31,-611.14,-261.98,-261.98,-8.7034e-11,-1.0742e-10,8.8652e-11,1,-1,3,1.0e-12
-0.0013605,0,0,-0.00022691,-3.0504e-16,-1.8277e-16,5.5803e-17,-5.3249e-17,4.5111e-16,-2.2058,-2.2058,-2.2058,-1.0688e-31,6.7247e-32,-1.6154e-31,-611.14,-261.98,-261.98,8.5876e-11,-8.1939e-11,6.9426e-10,1,-1,5,1.0e-12
-0.0013605,1.8297e-16,1.6056e-16,-0.00022691,-6.1271e-17,-1.3252e-16,-3.3172e-17,1.4348e-18,-1.2146e-16,-2.2058,-2.2058,-2.2058,2.3621e-32,6.2464e-33,-1.0641e-31,-611.14,-261.98,-261.98,-5.1085e-11,2.2078e-12,-1.8689e-10,1,-1,1,1.0e-12
-0.0013605,4.3686e-16,6.6363e-16,-0.00022691,2.1175e-16,-2.9615e-17,1.027e-16,-8.3097e-17,2.7966e-17,-2.2058,-2.2058,-2.2058,-1.4533e-31,-1.3269e-31,1.0634e-31,-611.14,-261.98,-261.98,1.5799e-10,-1.2787e-10,4.3044e-11,1,1,3,1.0e-12
-0.0013605,0,0,-0.00022691,-5.0796e-17,-1.1374e-16,-1.3334e-16,-1.6338e-16,-6.2435e-17,-2.2058,-2.2058,-2.2058,1.6614e-32,6.984e-32,-2.6943e-31,-611.14,-261.98,-261.98,-2.0522e-10,-2.5141e-10,-9.6101e-11,1,1,5,1.0e-12
-0.0013605,3.6335e-16,4.9812e-17,-0.00022691,-1.5842e-16,1.6046e-16,-9.2226e-17,2.7067e-17,4.8855e-18,-2.2058,-2.2058,-2.2058,-8.8731e-32,1.6913e-32,-1.8294e-32,-611.14,-261.98,-261.98,-1.4188e-10,4.1651e-11,7.5603e-12,1,1,1,1.0e-12
-0.0013605,3.3953e-16,2.2561e-16,-0.00022691,-3.1348e-16,3.3516e-17,3.4167e-17,-1.2724e-16,-2.0015e-16,-2.2058,-2.2058,-2.2058,1.0651e-31,1.4724e-31,6.7635e-32,-611.14,-261.98,-261.98,5.259e-11,-1.9579e-10,-3.0793e-10,1,3,3,1.0e-12
-0.0013605,0,0,-0.00022691,2.0382e-16,-1.0866e-16,9.267e-17,-1.3197e-17,2.6771e-16,-2.2058,-2.2058,-2.2058,-1.0462e-31,1.0302e-32,-1.5043e-31,-611.14,-261.98,-261.98,1.4263e-10,-2.0308e-11,4.1197e-10,1,3,5,1.0e-12
-0.0013605,1.5638e-16,-5.3527e-16,-0.00022691,-4.6032e-17,1.4912e-16,-2.0977e-17,2.2637e-16,-2.9721e-18,-2.2058,-2.2058,-2.2058,1.307e-31,7.4927e-33,1.0876e-31,-611.14,-261.98,-261.98,-3.2246e-11,3.4834e-10,-4.5808e-12,1,3,1,1.0e-12
-0.0013605,0,0,-0.00022691,-2.0318e-17,9.1629e-18,4.2569e-16,-1.3534e-16,6.7763e-17,-2.2058,-2.2058,-2.2058,-1.7439e-31,-3.4828e-32,-1.9481e-31,-611.14,-261.98,-261.98,6.5512e-10,-2.0826e-10,1.0429e-10,1,5,3,1.0e-12
-0.0013605,0,0,-0.00022691,2.83e-16,-9.5419e-17,1.167e-16,7.9311e-17,3.7764e-17,-2.2058,-2.2058,-2.2058,3.3584e-31,1.287e-32,3.2636e-31,-611.14,-261.98,-261.98,1.7964e-10,1.2205e-10,5.8141e-11,1,5,5,1.0e-12
-0.0013605,0,0,-0.00022691,-4.3991e-17,-1.6653e-16,-1.0266e-16,1.8514e-17,-6.6634e-17,-2.2058,-2.2058,-2.2058,6.0174e-33,-7.2376e-32,-4.0156e-32,-611.14,-261.98,-261.98,-1.5795e-10,2.849e-11,-1.0254e-10,1,5,1,1.0e-12
-0.0018148,0,0,-0.00022757,-3.9874e-16,4.1434e-16,1.6522e-16,-3.0236e-16,-2.3233e-17,-1.3678,-1.3678,-1.3678,1.9935e-31,-2.1751e-31,1.035e-31,-612.93,-262.74,-262.74,2.5416e-10,-4.6527e-10,-3.5562e-11,3,-5,5,1.0e-12
-0.0018148,0,0,-0.00022757,-1.5604e-17,1.669e-16,-1.0299e-16,2.1879e-16,-8.6762e-17,-1.3678,-1.3678,-1.3678,-2.4204e-31,-8.9885e-32,-7.3095e-32,-612.93,-262.74,-262.74,-1.5846e-10,3.3667e-10,-1.3348e-10,3,-5,3,1.0e-12
-0.0018148,-8.2136e-16,9.4076e-16,-0.00022757,3.9829e-16,-3.1656e-17,-7.3023e-17,-6.5988e-17,-1.3991e-16,-1.3678,-1.3678,-1.3678,1.5258e-31,1.0467e-31,-1.6792e-33,-612.93,-262.74,-262.74,-1.1227e-10,-1.0154e-10,-2.1526e-10,3,-3,3,1.0e-12
-0.0018148,0,0,-0.00022757,-3.66e-16,-1.2526e-16,1.3295e-16,2.9251e-16,8.1565e-17,-1.3678,-1.3678,-1.3678,-1.7416e-31,-2.6416e-31,1.4342e-32,-612.93,-262.74,-262.74,2.0458e-10,4.5012e-10,1.2552e-10,3,-3,5,1.0e-12
-0.0018148,0,0,-0.00022757,-2.8363e-16,-2.1969e-16,1.2697e-16,1.0563e-16,-1.4653e-16,-1.3678,-1.3678,-1.3678,-2.8244e-32,1.4089e-33,1.5617e-31,-612.93,-262.74,-262.74,1.9528e-10,1.6255e-10,-2.2558e-10,3,-5,1,1.0e-12
-0.0018148,-3.7618e-16,3.2852e-16,-0.00022757,-2.5642e-16,5.8732e-17,2.0297e-17,-3.8798e-17,5.4861e-17,-1.3678,-1.3678,-1.3678,4.1911e-32,1.5562e-32,6.2246e-32,-612.93,-262.74,-262.74,3.1298e-11,-5.9702e-11,8.4482e-11,3,-3,1,1.0e-12
-0.0018148,3.6587e-16,3.9915e-16,-0.00022757,9.633e-17,-3.6192e-16,-1.2728e-16,-1.4832e-16,-6.4618e-18,-1.3678,-1.3678,-1.3678,2.3704e-31,-3.0332e-32,-6.8818e-32,-612.93,-262.74,-262.74,-1.9583e-10,-2.2824e-10,-1.0005e-11,3,-1,3,1.0e-12
-0.0018148,0,0,-0.00022757,-2.4766e-17,2.2785e-16,4.029e-17,-2.5391e-17,-2.8035e-16,-1.3678,-1.3678,-1.3678,-4.672e-32,1.5918e-31,2.0443e-32,-612.93,-262.74,-262.74,6.2016e-11,-3.9072e-11,-4.3136e-10,3,-1,5,1.0e-12
-0.0018148,3.7222e-16,8.6908e-17,-0.00022757,-8.2769e-17,1.542e-16,-4.4073e-17,-1.3628e-16,-5.4687e-17,-1.3678,-1.3678,-1.3678,-1.2766e-31,2.2948e-32,-3.7856e-32,-612.93,-262.74,-262.74,-6.7824e-11,-2.0971e-10,-8.4095e-11,3,-1,1,1.0e-12
-0.0018148,1.5034e-16,1.3957e-16,-0.00022757,-2.3855e-17,7.329e-17,-1.542e-16,-7.5655e-17,-1.4405e-16,-1.3678,-1.3678,-1.3678,-4.2604e-32,1.0621e-32,-7.3458e-32,-612.93,-262.74,-262.74,-2.3738e-10,-1.1642e-10,-2.2165e-10,3,1,3,1.0e-12
-0.0018148,0,0,-0.00022757,1.6454e-16,6.7031e-17,4.911e-17,-9.2129e-19,-3.0456e-16,-1.3678,-1.3678,-1.3678,-1.6999e-32,-1.8907e-31,1.4953e-31,-612.93,-262.74,-262.74,7.5583e-11,-1.4177e-12,-4.6872e-10,3,1,5,1.0e-12
-0.0018148,-1.9361e-16,5.5508e-17,-0.00022757,1.8235e-19,-2.7756e-17,-3.4302e-17,6.2091e-17,-5.3909e-17,-1.3678,-1.3678,-1.3678,-7.0984e-33,4.2046e-32,7.4902e-32,-612.93,-262.74,-262.74,-5.2733e-11,9.5547e-11,-8.2951e-11,3,1,1,1.0e-12
-0.0018148,-4.7962e-17,2.7861e-16,-0.00022757,-2.6504e-16,-1.7229e-16,-1.7352e-16,-4.8003e-17,-3.7757e-16,-1.3678,-1.3678,-1.3678,9.6115e-32,7.3904e-32,4.5821e-32,-612.93,-262.74,-262.74,-2.6699e-10,-7.3867e-11,-5.8096e-10,3,3,3,1.0e-12
-0.0018148,0,0,-0.00022757,3.6763e-16,-3.3071e-16,2.3829e-17,8.3223e-17,1.0283e-16,-1.3678,-1.3678,-1.3678,-1.2797e-31,-7.6912e-32,9.723e-32,-612.93,-262.74,-262.74,3.6861e-11,1.2806e-10,1.5827e-10,3,3,5,1.0e-12
-0.0018148,-1.1925e-17,6.0685e-17,-0.00022757,1.1288e-16,-5.3652e-17,6.293e-17,-1.1247e-17,-2.0395e-16,-1.3678,-1.3678,-1.3678,2.2056e-33,-3.0248e-32,-8.2058e-32,-612.93,-262.74,-262.74,9.6977e-11,-1.7306e-11,-3.1391e-10,3,3,1,1.0e-12
-0.0018148,0,0,-0.00022757,-6.7031e-17,-9.1629e-18,2.315e-16,1.0272e-17,3.6235e-17,-1.3678,-1.3678,-1.3678,-1.7123e-31,-3.4463e-33,-1.5295e-31,-612.93,-262.74,-262.74,3.5625e-10,1.5806e-11,5.5783e-11,3,5,3,1.0e-12
-0.0018148,0,0,-0.00022757,2.6069e-16,-4.0637e-17,5.5071e-16,4.441e-17,1.4939e-16,-1.3678,-1.3678,-1.3678,1.7991e-31,3.5654e-32,7.7344e-33,-612.93,-262.74,-262.74,8.4756e-10,6.8339e-11,2.2997e-10,3,5,5,1.0e-12
-0.0018148,0,0,-0.00022757,-9.3791e-17,1.1647e-16,2.1275e-16,-4.8884e-17,-8.4198e-18,-1.3678,-1.3678,-1.3678,1.1999e-32,4.4682e-32,1.3646e-31,-612.93,-262.74,-262.74,3.2744e-10,-7.5223e-11,-1.2942e-11,3,5,1,1.0e-12
-0.0022708,0,0,-0.000228,-4.4953e-16,1.6333e-17,-1.5021e-16,7.798e-17,4.4425e-16,-1.788,-1.788,-1.788,1.1094e-31,-7.629e-32,-4.3353e-32,-614.08,-263.24,-263.24,-2.3116e-10,1.2e-10,6.8376e-10,5,-5,5,1.0e-12
-0.0022708,0,0,-0.000228,8.5989e-17,1.9701e-16,-3.7724e-16,-1.0685e-16,3.2224e-16,-1.788,-1.788,-1.788,7.7002e-32,4.4761e-31,-3.3215e-32,-614.08,-263.24,-263.24,-5.8059e-10,-1.6442e-10,4.9597e-10,5,-5,3,1.0e-12
-0.0022708,-1.3811e-15,-2.194e-16,-0.000228,1.7234e-16,-2.3765e-16,-1.845e-16,-1.4069e-16,-1.6671e-16,-1.788,-1.788,-1.788,-2.3595e-31,-3.3801e-32,1.4991e-31,-614.08,-263.24,-263.24,-2.8387e-10,-2.165e-10,-2.5636e-10,5,-3,3,1.0e-12
-0.0022708,0,0,-0.000228,-5.0976e-16,-6.7077e-18,-1.0274e-16,4.738e-16,8.5147e-16,-1.788,-1.788,-1.788,5.3239e-33,3.2925e-32,-3.2951e-31,-614.08,-263.24,-263.24,-1.5819e-10,7.2908e-10,1.3104e-09,5,-3,5,1.0e-12
-0.0022708,0,0,-0.000228,3.0876e-16,4.7729e-16,6.8941e-17,-1.27e-16,-3.0998e-17,-1.788,-1.788,-1.788,-1.6997e-32,-1.9014e-31,-3.5815e-32,-614.08,-263.24,-263.24,1.0616e-10,-1.9543e-10,-4.7699e-11,5,-5,1,1.0e-12
-0.0022708,6.8394e-16,-3.3088e-16,-0.000228,2.5996e-16,-6.8028e-17,3.7886e-16,-1.8306e-16,-3.2797e-16,-1.788,-1.788,-1.788,8.7948e-32,4.6868e-32,-6.6957e-32,-614.08,-263.24,-263.24,5.8294e-10,-2.817e-10,-5.0473e-10,5,-3,1,1.0e-12
-0.0022708,1.781e-17,3.2874e-17,-0.000228,5.2437e-16,2.1869e-16,-1.3232e-17,-1.2292e-17,-4.7847e-16,-1.788,-1.788,-1.788,4.3587e-32,-1.2519e-31,-8.1903e-33,-614.08,-263.24,-263.24,-2.0362e-11,-1.8916e-11,-7.362e-10,5,-1,3,1.0e-12
-0.0022708,0,0,-0.000228,-2.9389e-16,-5.8087e-16,-4.1755e-17,-5.5764e-17,1.0505e-16,-1.788,-1.788,-1.788,1.9738e-31,1.1517e-31,1.5996e-31,-614.08,-263.24,-263.24,-6.425e-11,-8.5811e-11,1.6168e-10,5,-1,5,1.0e-12
-0.0022708,-3.7233e-16,-4.9374e-16,-0.000228,-1.659e-16,-1.3815e-16,-1.7553e-16,5.9448e-17,-7.8966e-17,-1.788,-1.788,-1.788,-1.6072e-31,-1.8062e-32,2.0592e-32,-614.08,-263.24,-263.24,-2.7008e-10,9.1479e-11,-1.2148e-10,5,-1,1,1.0e-12
-0.0022708,9.9446e-16,1.5091e-16,-0.000228,-1.7062e-16,-2.3393e-16,1.5351e-16,-4.0353e-17,7.2137e-17,-1.788,-1.788,-1.788,1.6331e-31,4.6758e-32,8.5781e-33,-614.08,-263.24,-263.24,2.3623e-10,-6.2096e-11,1.1105e-10,5,1,3,1.0e-12
-0.0022708,0,0,-0.000228,-2.166e-16,6.1208e-16,2.7276e-16,-3.1458e-16,5.5152e-16,-1.788,-1.788,-1.788,-3.9039e-31,1.3256e-31,1.8039e-31,-614.08,-263.24,-263.24,4.1979e-10,-4.8408e-10,8.4891e-10,5,1,5,1.0e-12
-0.0022708,7.4316e-17,-5.6007e-17,-0.000228,-2.1796e-16,-1.1846e-16,-2.6878e-16,1.2681e-16,-1.399e-16,-1.788,-1.788,-1.788,-3.6512e-32,3.43e-32,-9.9351e-32,-614.08,-263.24,-263.24,-4.1371e-10,1.9513e-10,-2.1531e-10,5,1,1,1.0e-12
-0.0022708,-2.3991e-16,-7.8498e-16,-0.000228,-1.0395e-16,1.1374e-16,-4.7673e-17,2.8566e-16,2.0968e-16,-1.788,-1.788,-1.788,-3.6274e-32,-6.4157e-32,4.2991e-32,-614.08,-263.24,-263.24,-7.3293e-11,4.3957e-10,3.2288e-10,5,3,3,1.0e-12
-0.0022708,0,0,-0.000228,-3.8858e-16,4.9017e-16,-1.8729e-16,8.449e-18,4.2503e-16,-1.788,-1.788,-1.788,3.3451e-31,-4.0952e-33,-1.0543e-31,-614.08,-263.24,-263.24,-2.8808e-10,1.3001e-11,6.5426e-10,5,3,5,1.0e-12
-0.0022708,-3.9301e-16,-5.6409e-16,-0.000228,-2.2178e-16,-1.1547e-16,-1.0479e-16,-9.7399e-17,-1.0423e-16,-1.788,-1.788,-1.788,-1.0849e-32,-4.9437e-32,3.2254e-32,-614.08,-263.24,-263.24,-1.6107e-10,-1.4988e-10,-1.6034e-10,5,3,1,1.0e-12
-0.0022708,0,0,-0.000228,8.5299e-16,2.0318e-17,7.5018e-17,1.1212e-16,-7.9269e-17,-1.788,-1.788,-1.788,-3.3031e-32,4.2329e-33,-2.2106e-31,-614.08,-263.24,-263.24,1.155e-10,1.7253e-10,-1.2197e-10,5,5,3,1.0e-12
-0.0022708,0,0,-0.000228,-7.0677e-16,-1.259e-16,6.1365e-17,-9.7892e-17,3.8447e-16,-1.788,-1.788,-1.788,-5.1601e-32,1.2151e-32,-8.8096e-32,-614.08,-263.24,-263.24,9.4325e-11,-1.5064e-10,5.9187e-10,5,5,5,1.0e-12
-0.0022708,0,0,-0.000228,5.5511e-17,2.0318e-17,4.7748e-16,1.1597e-16,-5.8268e-16,-1.788,-1.788,-1.788,3.1056e-32,-2.9204e-32,5.4121e-32,-614.08,-263.24,-263.24,7.3484e-10,1.7846e-10,-8.9681e-10,5,5,1,1.0e-12
